,X.,N,a,b,cp,d,g,v,NT,model,PNIE.para,TNIE.para,PNIE.eBias,TNIE.eBias,PNIE.CR,TNIE.CR,PNIE.power,PNIE.typeIerror,TNIE.power,TNIE.typeIerror,Method
236,ExpM_cond92,100,0.39,0.14,0.14,0.8,0.14,0.447213595,0,2,0,0.2184,0.186610077,0.791468904,0.594,0.68,NA,0.407,0.918,NA,2
237,ExpM_cond93,100,0.39,0.39,0.14,0.5,0.14,0.316227766,0,2,0.195,0.4134,0.514046464,0.260450575,0.873,0.904,0.748,NA,0.986,NA,2
238,ExpM_cond94,100,0.39,0.39,0.14,0.5,0.14,0.447213595,0,2,0.195,0.4134,1.064622389,0.494327261,0.601,0.759,0.948,NA,0.998,NA,2
239,ExpM_cond95,100,0.39,0.39,0.14,0.8,0.14,0.316227766,0,2,0.195,0.4134,0.478540897,0.237835744,0.844,0.878,0.774,NA,0.993,NA,2
240,ExpM_cond96,100,0.39,0.39,0.14,0.8,0.14,0.447213595,0,2,0.195,0.4134,0.907469004,0.421974873,0.584,0.715,0.93,NA,0.998,NA,2
241,ExpM_cond97,200,0,0,0.14,0.5,0.14,0.316227766,0,2,0,0,-0.000178158,-0.000104139,0.999,0.97,NA,0.001,NA,0.03,2
242,ExpM_cond98,200,0,0,0.14,0.5,0.14,0.447213595,0,2,0,0,-5.83E-06,8.42599227825264e-05,0.99,0.951,NA,0.01,NA,0.049,2
243,ExpM_cond99,200,0,0,0.14,0.8,0.14,0.316227766,0,2,0,0,0.000289458,-0.001072329,0.997,0.962,NA,0.003,NA,0.038,2
244,ExpM_cond100,200,0,0,0.14,0.8,0.14,0.447213595,0,2,0,0,0.002116214,0.000797262,0.992,0.956,NA,0.008,NA,0.044,2
245,ExpM_cond101,200,0,0.14,0.14,0.5,0.14,0.316227766,0,2,0,0,-0.000119908,0.000198563,0.994,0.957,NA,0.006,NA,0.043,2
246,ExpM_cond102,200,0,0.14,0.14,0.5,0.14,0.447213595,0,2,0,0,-0.000305458,-0.001926857,0.979,0.952,NA,0.021,NA,0.048,2
247,ExpM_cond103,200,0,0.14,0.14,0.8,0.14,0.316227766,0,2,0,0,0.001164526,0.000496581,0.994,0.951,NA,0.006,NA,0.049,2
248,ExpM_cond104,200,0,0.14,0.14,0.8,0.14,0.447213595,0,2,0,0,0.002190544,0.000131393,0.983,0.95,NA,0.017,NA,0.05,2
249,ExpM_cond105,200,0,0.39,0.14,0.5,0.14,0.316227766,0,2,0,0,0.00095269,0.002077577,0.945,0.944,NA,0.055,NA,0.056,2
250,ExpM_cond106,200,0,0.39,0.14,0.5,0.14,0.447213595,0,2,0,0,0.002409708,0.002203961,0.95,0.95,NA,0.05,NA,0.05,2
251,ExpM_cond107,200,0,0.39,0.14,0.8,0.14,0.316227766,0,2,0,0,0.001626125,0.002165826,0.94,0.936,NA,0.06,NA,0.064,2
252,ExpM_cond108,200,0,0.39,0.14,0.8,0.14,0.447213595,0,2,0,0,0.001486054,-0.000842545,0.941,0.941,NA,0.059,NA,0.059,2
253,ExpM_cond109,200,0.39,0,0.14,0.5,0.14,0.316227766,0,2,-0.1092,0.1092,-0.897962027,0.939482513,0.781,0.8,0.069,NA,0.673,NA,2
254,ExpM_cond110,200,0.39,0,0.14,0.5,0.14,0.447213595,0,2,-0.1092,0.1092,-1.831231517,1.846345212,0.336,0.356,0.22,NA,0.947,NA,2
255,ExpM_cond111,200,0.39,0,0.14,0.8,0.14,0.316227766,0,2,-0.1092,0.1092,-0.867672192,0.823005205,0.782,0.799,0.057,NA,0.682,NA,2
256,ExpM_cond112,200,0.39,0,0.14,0.8,0.14,0.447213595,0,2,-0.1092,0.1092,-1.643183426,1.664243253,0.379,0.355,0.176,NA,0.94,NA,2
257,ExpM_cond113,200,0.39,0.14,0.14,0.5,0.14,0.316227766,0,2,0,0.2184,0.104757241,0.483256356,0.742,0.797,NA,0.258,0.954,NA,2
258,ExpM_cond114,200,0.39,0.14,0.14,0.5,0.14,0.447213595,0,2,0,0.2184,0.203944757,0.938656258,0.314,0.409,NA,0.686,0.998,NA,2
259,ExpM_cond115,200,0.39,0.14,0.14,0.8,0.14,0.316227766,0,2,0,0.2184,0.095104257,0.414160892,0.769,0.798,NA,0.231,0.947,NA,2
260,ExpM_cond116,200,0.39,0.14,0.14,0.8,0.14,0.447213595,0,2,0,0.2184,0.180996946,0.812068935,0.359,0.396,NA,0.641,0.994,NA,2
261,ExpM_cond117,200,0.39,0.39,0.14,0.5,0.14,0.316227766,0,2,0.195,0.4134,0.56149595,0.247833842,0.739,0.853,0.979,NA,1,NA,2
262,ExpM_cond118,200,0.39,0.39,0.14,0.5,0.14,0.447213595,0,2,0.195,0.4134,1.080869207,0.49970546,0.296,0.505,1,NA,1,NA,2
263,ExpM_cond119,200,0.39,0.39,0.14,0.8,0.14,0.316227766,0,2,0.195,0.4134,0.465182529,0.227153,0.77,0.799,0.963,NA,1,NA,2
264,ExpM_cond120,200,0.39,0.39,0.14,0.8,0.14,0.447213595,0,2,0.195,0.4134,0.931405065,0.440279041,0.324,0.376,0.996,NA,1,NA,2
265,ExpM_cond121,500,0,0,0.14,0.5,0.14,0.316227766,0,2,0,0,-0.000187007,5.9437751504702e-06,1,0.968,NA,0,NA,0.032,2
266,ExpM_cond122,500,0,0,0.14,0.5,0.14,0.447213595,0,2,0,0,1.97726623548572e-05,0.000109693,0.99,0.95,NA,0.01,NA,0.05,2
267,ExpM_cond123,500,0,0,0.14,0.8,0.14,0.316227766,0,2,0,0,7.21704811700636e-05,9.15170800509698e-05,0.998,0.95,NA,0.002,NA,0.05,2
268,ExpM_cond124,500,0,0,0.14,0.8,0.14,0.447213595,0,2,0,0,0.000731927,1.54668650989597e-05,0.988,0.947,NA,0.012,NA,0.053,2
269,ExpM_cond125,500,0,0.14,0.14,0.5,0.14,0.316227766,0,2,0,0,-0.000253722,-0.000539201,0.983,0.945,NA,0.017,NA,0.055,2
270,ExpM_cond126,500,0,0.14,0.14,0.5,0.14,0.447213595,0,2,0,0,0.000831342,0.00228371,0.948,0.945,NA,0.052,NA,0.055,2
271,ExpM_cond127,500,0,0.14,0.14,0.8,0.14,0.316227766,0,2,0,0,9.34543920722927e-05,-0.000292609,0.985,0.947,NA,0.015,NA,0.053,2
272,ExpM_cond128,500,0,0.14,0.14,0.8,0.14,0.447213595,0,2,0,0,0.001141281,0.000798337,0.952,0.946,NA,0.048,NA,0.054,2
273,ExpM_cond129,500,0,0.39,0.14,0.5,0.14,0.316227766,0,2,0,0,-0.000431679,0.000326419,0.943,0.943,NA,0.057,NA,0.057,2
274,ExpM_cond130,500,0,0.39,0.14,0.5,0.14,0.447213595,0,2,0,0,0.000288069,0.000547153,0.956,0.956,NA,0.044,NA,0.044,2
275,ExpM_cond131,500,0,0.39,0.14,0.8,0.14,0.316227766,0,2,0,0,-0.000166102,-0.001330832,0.943,0.943,NA,0.057,NA,0.057,2
276,ExpM_cond132,500,0,0.39,0.14,0.8,0.14,0.447213595,0,2,0,0,0.001115654,0.000215206,0.961,0.961,NA,0.039,NA,0.039,2
277,ExpM_cond133,500,0.39,0,0.14,0.5,0.14,0.316227766,0,2,-0.1092,0.1092,-0.987952904,0.943175681,0.499,0.553,0.051,NA,0.964,NA,2
278,ExpM_cond134,500,0.39,0,0.14,0.5,0.14,0.447213595,0,2,-0.1092,0.1092,-1.890840249,1.859162951,0.041,0.051,0.466,NA,1,NA,2
279,ExpM_cond135,500,0.39,0,0.14,0.8,0.14,0.316227766,0,2,-0.1092,0.1092,-0.868699522,0.847702656,0.532,0.552,0.068,NA,0.967,NA,2
280,ExpM_cond136,500,0.39,0,0.14,0.8,0.14,0.447213595,0,2,-0.1092,0.1092,-1.672551312,1.660885383,0.048,0.061,0.353,NA,1,NA,2
281,ExpM_cond137,500,0.39,0.14,0.14,0.5,0.14,0.316227766,0,2,0,0.2184,0.104148813,0.475731882,0.499,0.594,NA,0.501,1,NA,2
282,ExpM_cond138,500,0.39,0.14,0.14,0.5,0.14,0.447213595,0,2,0,0.2184,0.203071596,0.950224914,0.047,0.056,NA,0.953,1,NA,2
283,ExpM_cond139,500,0.39,0.14,0.14,0.8,0.14,0.316227766,0,2,0,0.2184,0.094347757,0.439435385,0.524,0.553,NA,0.476,1,NA,2
284,ExpM_cond140,500,0.39,0.14,0.14,0.8,0.14,0.447213595,0,2,0,0.2184,0.18131086,0.831720326,0.044,0.05,NA,0.956,1,NA,2
285,ExpM_cond141,500,0.39,0.39,0.14,0.5,0.14,0.316227766,0,2,0.195,0.4134,0.528356734,0.247977362,0.5,0.629,1,NA,1,NA,2
286,ExpM_cond142,500,0.39,0.39,0.14,0.5,0.14,0.447213595,0,2,0.195,0.4134,1.069915331,0.492337498,0.029,0.12,1,NA,1,NA,2
287,ExpM_cond143,500,0.39,0.39,0.14,0.8,0.14,0.316227766,0,2,0.195,0.4134,0.498226123,0.22542669,0.468,0.557,1,NA,1,NA,2
288,ExpM_cond144,500,0.39,0.39,0.14,0.8,0.14,0.447213595,0,2,0.195,0.4134,0.932712888,0.437818909,0.042,0.033,1,NA,1,NA,2
